,,,,,-200,-200,-200,-200,-200,-200,-200,-200,-200,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,
,,,,,-900,-900,-900,-900,-900,-900,-900,-900,-900,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,-500,
Serial#,Bin#,SBin#,XAdr,YAdr,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,mV,
470,58,58,126,79,-514.464,-518.856,-518.599,-518.518,-519.249,-520.086,-470.638,-458.722,-507.015,17.703,17.397,17.397,17.244,16.786,16.939,16.786,16.786,16.633,16.48,16.633,16.786,16.633,16.633,16.48,16.327,16.174,16.174,16.327,16.786,16.174,16.174,16.633,16.327,16.327,16.327,16.327,16.327,16.327,16.48,16.327,16.633,16.786,16.174,15.869,16.327,16.174,16.327,16.022,16.48,16.022,16.48,16.633,16.48,16.327,16.327,16.48,16.327,16.174,16.174,16.174,16.327,16.327,16.327,16.327,16.48,16.48,16.48,16.174,16.174,16.174,16.327,16.174,16.327,16.022,
471,58,58,125,79,-512.484,-515.601,-515.414,-516.456,-517.818,-517.886,-467.504,-456.114,-502.788,16.575,16.422,16.422,16.269,16.269,16.422,16.116,16.269,16.269,16.575,16.881,17.34,16.881,17.187,16.728,16.881,16.575,16.728,16.881,17.187,16.575,16.728,16.728,17.034,16.881,17.034,16.881,16.881,17.187,16.881,16.881,17.187,17.34,16.881,16.575,17.034,16.728,17.034,16.881,17.34,16.575,17.34,17.187,17.34,17.187,17.034,17.34,17.187,16.881,16.881,16.881,16.881,17.187,17.187,17.187,17.034,17.187,17.187,16.881,17.187,16.881,17.187,16.881,16.881,16.728,
472,58,58,124,79,-513.296,-516.307,-516.189,-516.821,-517.755,-517.716,-468.699,-456.135,-504.783,18.033,17.574,17.727,17.268,17.421,17.115,17.727,17.574,17.574,17.268,17.421,17.727,17.268,17.268,17.421,17.115,17.574,17.421,17.268,17.421,17.421,17.421,17.574,17.727,17.115,17.268,17.421,17.268,17.115,17.574,17.421,17.268,17.727,17.421,17.421,17.574,17.115,17.268,17.727,17.115,17.421,17.421,17.421,17.574,17.115,17.727,17.268,17.115,17.727,17.421,17.727,17.115,17.574,17.421,17.574,17.574,17.421,17.115,17.421,17.115,17.115,17.421,17.268,17.421,17.727,
473,58,58,123,79,-513.159,-515.466,-515.2,-515.45,-517.382,-517.384,-467.663,-455.597,-502.591,14.523,14.37,14.37,14.217,14.37,14.217,14.37,14.37,14.064,14.217,14.064,14.217,14.064,14.217,14.217,14.217,14.37,14.217,14.217,14.064,14.064,14.064,14.217,14.217,14.217,14.37,14.064,14.064,14.217,14.064,14.217,14.064,13.911,14.064,14.217,14.37,14.064,14.064,14.217,14.37,14.217,14.064,14.37,14.37,14.064,14.217,14.064,14.064,14.217,14.217,14.064,14.217,14.217,14.064,14.064,14.064,14.217,14.064,14.064,14.064,14.217,14.064,14.064,14.217,14.217,
474,58,58,122,79,-512.356,-515.299,-515.059,-515.881,-513.509,-514.927,-467.127,-455.103,-503.961,14.544,14.392,14.697,14.392,14.392,14.239,14.544,14.086,14.697,14.086,14.697,14.392,14.239,14.086,14.85,14.239,14.392,14.239,14.544,14.85,14.544,14.544,14.544,14.239,14.239,14.239,14.239,14.392,13.78,14.697,14.392,14.239,14.544,14.392,14.544,14.086,14.086,14.239,14.697,14.086,14.392,14.544,14.392,14.239,14.239,14.544,14.392,14.239,14.392,14.239,14.392,14.086,14.392,14.392,14.392,14.392,14.392,14.086,14.697,14.086,14.086,14.239,14.544,14.086,14.544,
475,58,58,121,79,-513.222,-516.177,-516.514,-516.467,-518.245,-518.185,-465.862,-454.294,-503.496,14.985,15.137,15.29,14.985,15.29,14.985,15.29,15.137,15.29,14.832,15.29,14.985,14.985,14.832,15.443,14.832,15.137,14.985,14.985,15.29,15.29,15.137,15.137,14.985,14.679,14.832,15.137,15.137,14.832,15.29,14.985,14.832,15.29,14.985,14.985,14.832,14.679,14.985,15.29,14.832,14.832,15.29,14.985,14.832,14.679,15.29,14.679,14.832,15.137,14.832,15.137,14.679,14.985,15.137,15.137,15.137,14.985,14.679,15.29,14.832,14.679,14.985,15.137,14.985,15.29,
476,58,58,120,79,-522.493,-523.272,-527.206,-518.036,-525.405,-524.902,-471.758,-460.608,-508.819,13.118,12.965,13.118,12.659,12.812,12.659,12.965,13.272,12.812,12.812,12.812,13.272,12.965,13.118,12.812,12.659,13.118,12.659,12.812,13.118,13.118,12.659,12.659,12.659,13.118,12.506,12.506,13.272,13.272,13.272,12.812,13.118,12.659,12.506,12.965,12.965,12.352,13.272,13.118,12.506,12.812,12.812,13.272,12.812,12.659,12.965,12.812,12.659,12.812,12.965,13.272,12.659,12.352,12.965,12.965,12.812,12.659,12.659,12.965,12.965,12.506,12.659,12.812,12.965,12.965,
477,58,58,119,79,-526.871,-522.5,-522.6,-532.247,-500.6,-504.449,-461.189,-451.629,-499.125,2.719,2.719,2.719,2.106,2.259,2.259,2.566,2.872,2.259,2.259,2.259,2.719,2.412,2.566,2.412,2.259,2.566,2.259,2.412,2.566,2.566,2.106,2.412,2.259,2.719,2.106,2.106,2.719,2.719,2.566,2.259,2.566,2.259,2.106,2.566,2.566,2.106,2.566,2.566,2.106,2.106,2.259,2.566,2.412,2.106,2.412,2.259,2.106,2.259,2.566,2.566,2.106,2.106,2.412,2.566,2.412,2.259,2.259,2.566,2.566,2.259,2.106,2.412,2.412,2.412,
478,58,58,118,79,-502.763,-506.955,-513.666,-511.459,-520.984,-526.766,-468.696,-455.73,-507.482,15.05,15.05,15.202,14.744,14.897,14.897,15.05,15.05,14.897,14.744,14.744,15.05,14.897,15.05,14.897,14.744,14.897,14.897,14.897,15.05,14.897,14.591,14.744,14.744,15.05,14.744,14.591,15.05,15.05,15.05,14.744,14.744,14.591,14.591,14.897,15.05,14.591,14.897,15.05,14.591,14.744,14.744,15.05,14.744,14.744,14.897,14.744,14.591,14.744,14.897,15.202,14.744,14.591,14.744,14.897,14.744,14.591,14.744,14.897,14.897,14.744,14.744,14.897,15.05,14.897,
479,58,58,117,79,-516.267,-525.056,-521.823,-522.189,-523.762,-517.014,-461.139,-452.037,-495.933,2.505,2.505,2.658,1.894,2.2,2.2,2.505,2.811,2.047,2.2,2.047,2.658,2.505,2.505,2.2,2.047,2.505,2.2,2.2,2.658,2.505,1.894,2.2,2.047,2.505,2.047,2.047,2.658,2.658,2.658,1.894,2.505,2.047,1.741,2.505,2.505,2.047,2.352,2.505,2.047,2.2,2.2,2.658,2.2,2.047,2.505,2.2,1.894,2.047,2.505,2.658,2.2,1.894,2.2,2.352,2.047,1.894,2.2,2.505,2.505,2.047,1.894,2.658,2.505,2.352,
480,58,58,132,80,-515.355,-519.223,-518.5,-519.326,-519.884,-517.631,-470.773,-459.12,-510.582,24.347,23.888,23.888,24.041,24.041,24.041,23.582,23.888,23.582,23.429,24.041,24.194,23.735,23.735,24.194,23.735,23.888,23.735,23.735,23.276,23.429,23.429,23.582,24.041,23.582,23.276,23.582,23.582,24.041,23.429,23.735,23.429,23.735,23.888,23.735,23.735,23.276,23.123,23.582,23.429,23.582,23.429,23.429,23.429,23.735,23.276,23.276,23.123,23.429,23.276,23.582,23.276,23.582,23.735,23.888,23.276,23.429,22.97,23.429,23.123,23.123,23.276,23.735,23.429,23.429,
481,58,58,131,80,-517.743,-523.2,-520.395,-521.39,-523.434,-524.643,-471.371,-459.303,-513.323,26.008,25.702,25.702,25.855,25.855,25.855,25.549,25.702,25.549,25.549,25.549,25.702,25.396,25.396,25.855,25.549,25.549,25.549,25.396,25.243,25.396,25.243,25.396,25.702,25.396,25.396,25.396,25.396,25.702,25.243,25.549,25.549,25.702,25.549,25.549,25.396,25.243,25.243,25.549,25.396,25.396,25.396,25.396,25.396,25.549,25.396,25.243,25.243,25.396,25.549,25.396,25.243,25.549,25.549,25.549,25.243,25.396,25.243,25.396,25.243,25.243,25.396,25.549,25.396,25.396,
482,58,58,130,80,-518.826,-521.743,-521.083,-521.477,-523.91,-523.753,-471.854,-460.711,-512.529,27.078,27.078,27.078,27.078,26.924,27.231,26.465,26.924,26.771,26.312,26.924,26.924,26.465,26.771,26.924,26.618,26.771,26.771,26.618,26.465,26.312,26.312,26.618,26.771,26.618,26.312,26.465,26.618,26.924,26.159,26.618,26.618,26.771,26.771,26.771,26.771,26.465,26.312,26.924,26.465,26.771,26.618,26.618,26.771,26.771,26.312,26.312,26.159,26.465,26.312,26.465,26.465,26.771,26.771,26.924,26.465,26.465,26.312,26.465,26.312,26.159,26.465,26.771,26.465,26.618,
483,58,58,129,80,-514.136,-516.904,-517.445,-517.511,-518.815,-519.924,-468.099,-457.082,-508.236,18.137,17.524,17.371,17.524,17.371,17.677,17.065,17.218,17.065,16.759,17.065,17.218,16.759,16.912,17.218,16.912,17.218,16.912,16.912,16.606,16.606,16.912,16.759,17.218,16.912,16.759,16.759,16.912,17.065,16.759,16.912,16.759,17.065,17.065,16.912,17.218,16.759,16.759,17.065,16.759,16.912,16.759,16.759,16.912,17.065,16.759,16.452,16.759,16.759,16.606,16.759,16.606,17.218,17.065,17.218,16.606,16.759,16.452,17.065,16.759,16.299,16.606,17.065,17.065,16.759,
484,58,58,128,80,-513.799,-517.013,-516.379,-516.547,-519.656,-518.157,-467.362,-455.651,-506.8,17.211,17.058,16.599,16.446,16.446,16.293,16.752,16.752,16.599,16.293,16.599,16.141,16.752,16.141,16.293,16.905,16.752,16.599,15.988,16.141,16.599,16.599,15.988,16.293,16.752,16.599,16.141,16.141,16.446,16.293,16.599,16.752,16.293,15.988,16.446,16.141,16.141,16.293,16.141,16.141,16.599,16.599,15.988,16.293,16.141,16.141,16.141,16.446,16.293,16.293,16.141,16.293,16.293,16.293,16.446,16.599,15.988,16.141,15.988,16.141,16.446,16.141,16.293,15.988,16.293,
485,58,58,127,80,-513.98,-517.355,-516.527,-517.423,-518.947,-519.948,-467.082,-455.568,-506.161,17.795,17.642,17.336,17.03,16.877,16.877,17.183,17.03,16.877,16.418,16.877,16.571,16.877,16.724,16.571,17.183,17.183,17.03,16.265,16.571,17.03,17.03,15.96,16.571,16.877,16.877,16.724,16.724,16.724,16.571,16.877,16.877,16.724,16.113,16.724,16.571,16.724,16.724,16.418,16.571,16.877,16.724,16.113,16.571,16.418,16.724,16.571,16.877,16.571,16.571,16.724,16.418,16.571,16.877,16.724,16.877,16.418,16.418,16.418,16.571,16.877,16.418,16.418,16.418,16.418,
486,58,58,126,80,-513.988,-517.777,-516.532,-517.003,-519.413,-519.541,-469.23,-457.32,-504.569,18.564,18.411,18.258,18.105,18.105,18.258,17.952,17.952,17.799,18.105,17.799,18.105,17.952,17.952,17.952,17.952,17.952,17.952,17.799,17.952,17.952,17.799,18.105,17.952,17.799,17.952,17.799,17.799,17.952,17.952,17.799,17.952,18.105,17.799,17.952,17.952,17.799,18.105,18.105,17.952,17.952,17.952,18.105,18.105,17.952,17.646,17.952,17.952,18.105,18.105,17.799,17.952,18.105,17.952,18.105,18.105,17.952,18.105,18.105,17.952,18.105,17.952,18.105,17.952,18.105,
487,58,58,125,80,-512.979,-516.854,-515.842,-517.132,-517.023,-518.019,-469.05,-456.62,-506.062,18.745,18.592,18.134,17.982,17.982,17.982,18.44,18.287,18.287,18.287,18.287,18.134,18.592,18.287,17.982,18.592,18.44,18.44,17.829,18.287,18.592,18.134,17.982,18.134,18.44,18.44,17.982,17.982,18.287,17.982,18.44,18.44,18.287,17.829,18.44,18.287,17.982,18.134,18.287,17.829,18.592,18.44,18.134,18.44,17.982,17.982,17.982,18.287,18.44,18.287,17.982,18.134,18.44,18.134,18.44,18.592,17.982,17.982,17.982,18.134,18.44,17.982,18.44,17.982,18.287,
488,58,58,124,80,-511.253,-514.071,-521.994,-523.749,-532.275,-523.235,-466.7,-451.568,-505.01,13.57,12.804,12.498,12.651,12.344,12.498,12.651,11.732,12.191,12.344,11.885,12.344,12.038,12.344,11.578,12.038,12.344,12.038,11.885,11.732,11.885,12.191,12.344,11.885,11.885,12.038,11.732,11.885,12.038,11.578,12.191,12.191,11.885,11.885,11.732,11.578,11.425,11.578,11.885,11.885,11.732,11.885,12.038,11.578,11.732,12.038,11.885,11.578,12.344,12.038,12.344,12.344,12.191,11.578,11.578,12.038,11.732,11.885,11.732,11.732,12.038,11.732,12.038,11.885,11.885,
489,58,58,123,80,-518.434,-526.831,-524.012,-519.912,-516.759,-515.094,-471.876,-459.529,-509.466,12.904,12.292,12.292,12.445,12.292,12.445,12.598,11.985,12.138,12.445,12.138,12.598,12.292,12.445,11.985,12.292,12.751,12.292,12.138,11.832,12.292,12.445,12.445,11.985,12.292,12.292,11.679,12.138,12.138,11.832,12.445,12.292,12.138,12.138,12.138,11.832,11.679,11.679,11.985,12.292,11.985,12.445,12.138,12.138,12.292,12.445,12.138,11.985,12.751,12.292,12.292,12.598,12.445,11.985,11.679,12.292,11.985,11.985,12.138,12.138,12.292,11.526,12.138,11.832,12.138,
490,58,58,122,80,-517.607,-516.222,-517.911,-517.915,-521.205,-514.52,-472.559,-455.907,-508.995,15.162,15.009,15.009,15.009,14.703,14.55,14.703,14.703,14.55,14.703,14.55,14.55,14.703,14.55,14.55,14.55,14.55,14.703,14.703,14.703,14.55,14.398,14.398,14.398,14.703,14.55,14.703,14.398,14.703,14.703,14.398,14.55,14.703,14.856,14.703,14.55,14.398,14.55,14.856,14.398,14.856,14.703,14.55,14.55,14.398,14.703,14.398,14.55,14.398,14.703,14.55,14.245,14.398,14.703,14.55,14.398,14.398,14.55,14.55,14.398,14.55,14.55,14.55,14.55,14.703,
491,58,58,121,80,-515.454,-520.63,-516.356,-514.573,-520.008,-513.933,-468.065,-456.064,-507.212,13.638,13.179,13.485,13.638,13.026,13.332,13.638,12.873,13.332,13.638,13.026,13.485,13.485,13.332,12.873,13.332,13.638,13.485,13.026,12.873,13.332,13.332,13.332,12.873,13.485,13.332,13.026,13.332,13.332,12.873,13.332,13.485,13.026,13.332,13.026,12.873,12.873,12.873,13.332,12.873,13.332,13.485,13.179,12.873,12.873,13.485,13.026,13.026,13.485,13.332,13.332,13.485,13.485,13.026,12.873,13.179,12.873,12.873,12.873,12.873,13.485,13.179,13.179,13.026,13.179,
492,58,58,120,80,-512.144,-515.436,-514.956,-514.915,-518.162,-518.021,-466.224,-454.811,-503.368,14.47,14.47,14.928,14.623,15.081,15.081,14.623,14.928,14.776,14.623,14.776,14.928,14.47,14.776,15.081,14.47,14.776,14.47,14.928,14.928,14.623,14.623,14.776,14.928,14.47,14.47,14.776,14.928,14.47,14.776,14.318,14.318,14.928,14.928,14.47,14.928,14.776,14.928,14.776,14.776,14.623,14.47,14.623,14.623,14.928,14.776,15.081,14.776,14.623,14.623,14.776,14.776,14.623,14.928,14.47,14.623,14.928,14.776,14.928,14.776,14.623,15.081,14.318,14.928,14.47,
493,58,58,119,80,-511.025,-513.903,-513.703,-513.992,-515.421,-516.993,-464.352,-452.68,-502.607,13.057,12.904,13.362,13.057,13.362,13.209,13.057,13.057,13.057,12.904,13.057,13.057,12.751,13.057,13.057,12.904,12.904,12.751,13.209,12.904,12.904,12.904,13.057,13.209,12.904,12.904,13.057,13.209,12.904,12.904,12.751,12.751,13.057,13.057,12.751,13.057,13.057,13.209,13.057,13.057,12.904,12.751,13.057,13.057,13.057,12.904,13.057,13.057,12.904,13.057,12.904,13.057,12.904,13.057,12.751,12.904,13.057,12.904,13.057,13.057,13.057,13.057,12.751,13.057,12.751,
494,58,58,118,80,-511.284,-514.44,-514.101,-514.449,-516.563,-514.682,-464.29,-452.673,-502.953,13.442,13.442,13.901,13.442,13.595,13.595,13.289,13.595,13.442,13.289,13.442,13.595,13.136,13.595,13.748,13.289,13.289,13.136,13.442,13.595,13.289,13.289,13.595,13.595,13.136,13.136,13.442,13.748,13.289,13.289,13.289,12.83,13.442,13.442,13.136,13.442,13.442,13.748,13.595,13.442,13.289,13.136,13.442,13.289,13.748,13.442,13.748,13.442,13.442,13.442,13.442,13.595,13.442,13.442,13.136,13.442,13.595,13.442,13.595,13.442,13.442,13.748,13.136,13.748,13.442,
495,58,58,117,80,-511.158,-514.218,-514.399,-514.981,-516.685,-517.575,-464.89,-452.718,-504.12,13.172,13.172,13.631,13.019,13.478,13.631,13.172,13.325,13.325,13.325,13.019,13.478,12.866,13.325,13.478,12.866,13.019,13.019,13.325,13.478,13.019,12.866,13.325,13.478,12.866,12.866,13.172,13.478,13.019,13.172,12.713,12.713,13.325,13.325,12.866,13.631,13.172,13.172,13.631,13.325,13.019,12.713,13.478,13.019,13.325,13.172,13.631,13.172,13.019,13.019,13.325,13.478,13.019,13.325,12.866,13.019,13.478,13.478,13.478,13.478,13.325,13.631,12.713,13.631,13.019,
496,58,58,132,81,-514.454,-517.117,-517.603,-518.04,-517.375,-519.215,-467.121,-455.253,-507.635,18.64,18.945,18.334,18.792,18.64,18.64,18.181,18.334,18.487,18.64,18.334,18.181,18.181,18.334,18.181,18.181,18.487,18.181,18.64,18.181,18.181,18.487,18.181,18.487,18.028,18.181,18.028,18.64,18.64,17.875,18.64,18.181,18.487,18.64,18.028,18.028,18.487,18.487,18.028,18.334,18.181,18.792,18.64,18.181,18.028,18.181,18.64,18.487,18.181,18.334,18.334,18.181,18.028,18.334,18.64,18.028,18.487,18.181,18.64,18.64,18.028,18.334,18.487,18.181,18.181,
497,58,58,131,81,-515.508,-517.698,-517.903,-518.33,-516.705,-516.056,-467.056,-456.108,-507.934,18.23,18.077,18.077,18.383,18.077,17.924,17.619,17.771,17.924,17.924,17.619,17.619,17.619,17.619,17.466,17.619,17.771,17.619,17.924,17.619,17.771,17.771,17.619,17.924,17.466,17.771,17.466,17.924,17.924,17.16,17.924,17.619,17.619,17.771,17.466,17.466,17.924,17.924,17.466,17.771,17.619,17.924,17.924,17.313,17.466,17.466,17.771,17.771,17.619,17.466,17.619,17.466,17.619,17.619,17.619,17.466,17.771,17.619,17.771,17.924,17.466,17.771,17.619,17.619,17.619,
498,58,58,130,81,-516.839,-519.596,-519.634,-521.079,-518.341,-521.669,-469.61,-458.611,-511.794,23.757,23.451,23.145,23.298,23.451,23.451,23.145,23.145,23.298,23.298,23.298,22.992,22.992,23.145,22.992,23.145,23.145,23.145,23.298,22.992,22.839,22.992,22.839,23.145,22.839,22.686,22.533,22.992,22.992,22.533,22.992,22.839,22.686,22.992,22.686,22.533,22.839,22.839,22.686,22.686,22.686,22.839,22.839,22.686,22.533,22.533,22.686,22.686,22.686,22.533,22.533,22.533,22.533,22.533,22.686,22.38,22.839,22.533,22.686,22.533,22.38,22.38,22.686,22.533,22.533,
499,58,58,129,81,-513.895,-516.878,-517.371,-517.729,-519.616,-519.409,-467.237,-457.159,-508.413,18.522,18.522,18.063,18.675,18.522,18.522,17.909,18.216,18.369,18.675,18.063,18.216,17.909,18.216,18.063,18.369,18.369,18.216,18.675,18.216,18.216,18.369,18.063,18.675,18.063,18.216,17.909,18.522,18.675,17.909,18.675,18.369,18.216,18.675,18.216,18.063,18.522,18.522,18.063,18.369,18.216,18.675,18.522,18.063,18.063,18.216,18.522,18.522,18.216,18.369,18.369,18.216,18.063,18.216,18.369,18.063,18.522,18.369,18.522,18.522,18.063,18.369,18.522,18.369,18.216,
500,58,58,128,81,-515.119,-517.936,-518.209,-519.351,-520.758,-520.733,-469.287,-457.463,-510.322,20.783,20.324,20.63,20.171,20.019,19.866,20.324,20.324,20.171,19.713,20.019,19.866,20.019,20.019,20.019,19.866,20.019,19.56,19.56,19.56,19.866,19.56,19.866,19.56,19.866,19.713,19.866,19.407,19.254,19.713,19.407,19.713,19.866,19.56,19.713,19.713,19.713,19.254,19.713,19.866,19.56,19.254,19.254,19.713,19.866,19.407,19.713,19.56,19.713,19.713,19.407,19.866,19.713,19.713,19.407,19.713,19.254,19.407,19.254,19.254,19.713,19.713,19.254,19.713,19.713,
501,58,58,127,81,-515.808,-519.116,-519.042,-518.881,-518.015,-519.622,-468.856,-457.385,-508.574,19.204,19.204,19.356,19.051,19.051,19.051,18.898,18.898,19.204,19.051,19.051,18.746,18.746,18.898,18.593,18.898,18.898,18.746,18.593,18.44,18.746,18.593,18.593,18.593,18.44,18.44,18.135,18.44,18.593,18.135,18.44,18.44,18.44,18.44,18.288,18.135,18.44,18.288,18.135,18.44,18.288,18.288,18.288,18.288,18.288,18.135,18.44,18.288,18.135,18.44,18.135,18.288,18.288,18.44,18.288,18.135,18.288,18.135,18.288,18.288,18.44,18.44,18.288,18.288,18.135,
502,58,58,126,81,-513.395,-517.33,-516.918,-516.99,-518.485,-519.015,-466.205,-454.442,-505.028,15.563,15.716,15.869,16.174,15.869,15.716,16.022,16.174,15.869,15.257,15.716,15.41,15.869,15.41,15.869,15.563,15.716,15.563,15.41,15.257,15.563,15.257,15.41,15.257,15.716,15.563,15.563,15.257,15.257,15.563,15.41,15.716,15.563,15.257,15.563,15.257,15.41,15.41,15.563,15.41,15.716,15.257,15.105,15.41,15.563,15.41,15.563,15.105,15.716,14.952,15.257,16.022,15.563,15.716,15.257,15.563,15.257,15.41,15.257,15.41,15.41,15.105,15.257,15.41,15.716,
503,58,58,125,81,-512.942,-516.365,-515.873,-516.15,-517.665,-517.427,-466.129,-454.433,-504.469,14.739,14.739,15.045,15.045,15.045,14.892,15.198,15.198,15.045,14.586,15.045,14.892,15.198,15.198,15.351,15.045,15.045,15.045,14.892,14.892,14.892,14.739,15.045,14.892,15.198,15.045,15.198,14.892,14.739,15.198,14.739,15.351,15.045,14.739,15.045,15.045,14.739,14.739,15.198,14.892,15.198,14.586,14.586,15.045,14.892,15.045,14.739,14.739,15.198,14.739,14.892,15.351,15.198,14.892,14.892,15.198,14.739,15.045,14.586,14.739,15.045,14.892,14.739,15.045,15.351,
504,58,58,124,81,-514.672,-516.918,-516.954,-517.892,-518.366,-518.785,-467.17,-455.218,-506.312,18.186,18.339,18.033,18.339,17.88,17.727,18.033,17.727,18.033,18.033,17.88,17.421,17.88,18.033,17.574,18.033,17.574,17.421,17.727,17.88,17.88,17.574,17.88,17.574,17.88,17.727,17.727,17.88,17.574,17.421,17.727,17.574,17.421,17.268,17.574,17.574,17.727,17.268,17.421,17.727,17.727,17.88,17.88,17.88,17.421,18.033,17.727,18.033,17.88,17.727,17.421,17.574,17.727,17.574,17.421,18.033,17.574,17.88,17.574,17.88,17.727,17.727,17.268,17.574,17.727,
505,58,58,123,81,-513.312,-516.382,-515.964,-515.909,-518.3,-517.537,-465.672,-454.064,-504.889,14.982,14.829,14.676,14.982,14.676,14.676,14.523,14.676,14.676,14.523,14.829,14.523,14.676,14.676,14.676,14.676,14.829,14.523,14.523,14.676,14.676,14.676,14.676,14.676,14.676,14.523,14.37,14.676,14.676,14.523,14.523,14.523,14.676,14.523,14.523,14.676,14.217,14.523,14.676,14.37,14.676,14.523,14.523,14.676,14.523,14.523,14.523,14.523,14.523,14.523,14.523,14.523,14.676,14.523,14.676,14.523,14.523,14.523,14.523,14.676,14.523,14.37,14.523,14.676,14.523,
506,58,58,122,81,-512.203,-515.146,-514.906,-515.881,-516.112,-517.223,-466.057,-454.339,-505.183,14.697,15.156,15.003,14.697,14.697,14.697,14.544,14.697,14.697,14.697,14.697,14.392,15.003,14.697,14.392,14.85,13.933,14.392,14.697,14.85,14.544,14.086,14.697,14.239,14.544,15.003,14.85,14.697,14.239,14.086,14.85,14.697,14.239,14.239,14.85,14.392,14.85,14.239,14.086,15.003,14.544,14.697,14.544,14.697,14.544,15.003,14.544,14.85,14.544,14.544,14.392,14.544,14.544,14.544,14.239,14.697,14.392,14.544,14.086,14.697,14.544,14.544,14.239,14.239,14.697,
507,58,58,121,81,-513.528,-516.788,-516.667,-516.773,-516.412,-515.282,-466.933,-455.059,-505.944,16.512,17.123,16.97,16.818,16.665,16.512,16.665,16.512,16.665,16.818,16.512,16.207,16.818,16.665,16.207,16.665,16.054,16.359,16.665,16.665,16.512,16.207,16.512,16.207,16.512,16.818,16.512,16.665,16.054,16.054,16.512,16.359,16.207,16.207,16.359,16.207,16.512,16.054,16.054,16.665,16.207,16.512,16.512,16.359,16.207,16.512,16.512,16.665,16.512,16.512,16.359,16.359,16.359,16.207,16.054,16.665,16.207,16.512,16.207,16.665,16.359,16.512,16.054,16.054,16.359,
508,58,58,120,81,-523.106,-523.732,-528.584,-518.648,-523.261,-524.749,-472.524,-460.149,-511.575,15.416,15.569,15.569,15.416,15.416,15.11,14.957,15.723,14.957,14.957,15.416,14.957,14.957,14.957,15.569,14.957,14.957,14.957,15.416,15.11,14.803,14.497,14.803,15.416,15.11,14.803,15.263,14.803,14.957,15.263,14.65,14.65,15.263,15.11,15.416,15.263,15.416,15.11,14.957,15.416,14.957,15.11,14.803,15.416,15.263,15.11,14.957,15.263,14.803,14.957,14.497,14.957,14.803,15.263,15.263,14.957,15.263,15.416,15.263,15.263,14.957,15.11,15.11,15.263,14.957,
509,58,58,119,81,-527.637,-523.42,-524.133,-532.707,-502.127,-506.129,-462.872,-452.394,-502.031,4.866,5.019,5.019,4.866,4.866,4.559,4.559,5.019,4.406,4.559,4.866,4.406,4.559,4.406,5.019,4.559,4.712,4.559,4.712,4.406,4.559,4.252,4.252,4.866,4.712,4.252,4.712,4.406,4.559,4.712,4.252,4.559,4.866,4.866,5.019,4.866,5.019,4.406,4.559,4.712,4.559,4.866,4.559,4.866,4.712,4.559,4.559,4.712,4.559,4.559,4.406,4.406,4.252,4.712,4.712,4.406,4.712,5.019,4.866,4.712,4.559,4.406,4.559,4.866,4.559,
510,58,58,118,81,-503.83,-508.023,-514.889,-512.223,-522.055,-527.837,-470.689,-456.343,-509.935,17.037,17.19,17.19,16.884,17.037,17.037,16.732,17.19,16.732,16.884,17.037,16.732,16.732,16.732,17.037,16.884,17.037,16.884,17.037,16.732,16.732,16.732,16.884,17.037,16.884,16.732,17.19,16.732,16.884,17.19,16.732,16.884,17.037,17.037,17.19,17.19,17.037,16.884,16.884,17.037,16.884,17.037,16.884,17.19,17.037,17.037,17.037,17.037,16.884,17.037,16.732,16.732,16.732,17.037,17.037,16.884,17.037,17.19,17.037,17.037,16.884,16.732,17.037,17.19,16.884,
511,58,58,117,81,-516.114,-525.209,-522.282,-522.036,-520.856,-517.014,-459.766,-450.053,-499.595,2.658,2.964,2.811,2.811,2.964,2.505,2.505,3.117,2.505,2.505,2.964,2.658,2.658,2.505,3.117,2.505,2.658,2.505,3.117,2.505,2.352,2.505,2.658,2.964,2.811,2.505,3.117,2.352,2.505,3.117,2.352,2.505,3.117,2.811,3.117,3.117,2.964,2.505,2.505,2.964,2.658,2.811,2.505,3.117,2.964,2.658,2.658,2.811,2.658,2.658,2.2,2.352,2.352,2.811,3.117,2.658,2.811,3.117,2.964,2.964,2.658,2.658,2.658,3.117,2.505,
